Timestamp,Motor1,Motor2,Motor3,Motor4
0.294010266,1023,2048,2048,2049
0.31910562800000003,1023,2048,2048,2049
0.36892948400000003,1023,2048,2048,2049
0.41999412500000005,1023,2048,2048,2049
0.47972208800000005,1023,2048,2048,2049
0.507348839,1023,2048,2048,2049
0.550889721,1023,2048,2048,2049
0.565804728,1023,2048,2048,2049
0.577261812,1023,2048,2048,2049
0.6043692860000001,1023,2048,2048,2049
0.625758303,1023,2048,2048,2049
0.650450125,1023,2048,2048,2049
0.669355919,1023,2048,2048,2049
0.6833067580000001,1023,2048,2048,2049
0.708764571,1023,2048,2048,2049
0.732193466,1023,2048,2048,2049
0.7715511580000001,1023,2048,2048,2049
0.786482636,1023,2048,2048,2049
0.800212227,1023,2048,2048,2049
0.8130608960000001,1023,2048,2048,2049
0.825441324,1023,2048,2048,2049
0.8377536710000001,1023,2048,2048,2049
0.868678697,1023,2048,2048,2049
0.8919544890000001,1023,2048,2048,2049
0.9133620570000001,1023,2048,2048,2049
0.93798771,1023,2048,2048,2049
0.962068522,1023,2048,2048,2049
0.98594574,1023,2048,2048,2049
0.9996750780000001,1023,2048,2048,2049
1.0172447660000001,1023,2048,2048,2049
1.040163306,1023,2048,2048,2049
1.063703716,1023,2048,2048,2049
1.087659761,1023,2048,2048,2049
1.1129173840000002,1023,2048,2048,2049
1.134735387,1023,2048,2048,2049
1.147263442,1023,2048,2048,2049
1.1604241320000002,1023,2048,2048,2049
1.193779058,1023,2048,2048,2049
1.207564067,1023,2048,2048,2049
1.2264303650000001,1023,2048,2048,2049
1.244859243,1023,2048,2048,2049
1.278094329,1023,2048,2048,2049
1.3053601890000002,1023,2048,2048,2049
1.327345342,1023,2048,2048,2049
1.3402579540000001,1023,2048,2048,2049
1.362540152,1023,2048,2048,2049
1.3868703820000001,1023,2048,2048,2049
1.409456354,1023,2048,2048,2049
1.4344774770000002,1023,2048,2048,2049
1.448642387,1023,2048,2048,2049
1.472861368,1023,2048,2048,2049
1.4892532760000001,1023,2048,2048,2049
1.506580365,1023,2048,2048,2049
1.521128539,1023,2048,2048,2049
1.535689898,1023,2048,2048,2049
1.548173327,1023,2048,2048,2049
1.5732314120000002,1023,2048,2048,2049
1.5992928020000001,1023,2048,2048,2049
1.628362423,1023,2048,2048,2049
1.656547789,1023,2048,2048,2049
